#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
1253000      1.11e-01    7.39e-02      1.56e-03    5.28e-04      6.57e-02    4.56e-02    1.6e-06
1254000      1.04e-01    7.47e-02      1.19e-03    5.19e-04      6.26e-02    4.62e-02    1.6e-06
1255000      1.01e-01    6.19e-02      1.09e-03    8.86e-04      6.08e-02    3.82e-02    1.6e-06
1256000      1.12e-01    7.07e-02      1.76e-03    2.74e-04      6.41e-02    4.39e-02    1.6e-06
1257000      1.09e-01    1.04e-01      1.26e-03    2.18e-04      6.57e-02    6.46e-02    1.6e-06
1258000      1.15e-01    6.84e-02      1.38e-03    1.05e-03      6.86e-02    4.24e-02    1.6e-06
1259000      1.10e-01    1.15e-01      6.34e-04    1.74e-03      6.75e-02    6.72e-02    1.6e-06
1260000      1.09e-01    1.14e-01      1.09e-03    1.38e-03      6.61e-02    6.82e-02    1.6e-06
1261000      1.04e-01    7.08e-02      9.99e-04    1.04e-03      6.37e-02    4.41e-02    1.6e-06
1262000      1.12e-01    1.09e-01      7.63e-04    1.10e-03      6.90e-02    6.62e-02    1.5e-06
1263000      1.17e-01    3.67e-02      1.08e-03    1.96e-03      7.16e-02    1.99e-02    1.5e-06
1264000      1.08e-01    5.90e-02      1.15e-03    2.71e-04      6.56e-02    3.71e-02    1.5e-06
1265000      1.10e-01    6.67e-02      7.48e-04    2.25e-03      6.82e-02    4.08e-02    1.5e-06
1266000      1.09e-01    1.05e-01      7.79e-04    6.51e-04      6.74e-02    6.58e-02    1.5e-06
1267000      1.13e-01    2.01e-01      1.45e-03    2.15e-03      6.75e-02    1.26e-01    1.5e-06
1268000      1.02e-01    1.08e-01      8.58e-04    2.27e-04      6.36e-02    6.84e-02    1.5e-06
1269000      1.03e-01    6.25e-02      1.17e-03    7.85e-04      6.35e-02    3.96e-02    1.5e-06
1270000      1.05e-01    7.27e-02      8.67e-04    1.28e-03      6.55e-02    4.60e-02    1.5e-06
1271000      1.08e-01    1.12e-01      9.93e-04    1.08e-03      6.68e-02    6.93e-02    1.5e-06
1272000      1.11e-01    9.22e-02      1.29e-03    1.26e-03      6.80e-02    5.82e-02    1.5e-06
1273000      1.07e-01    6.18e-02      1.33e-03    2.09e-03      6.68e-02    3.83e-02    1.5e-06
1274000      1.07e-01    5.85e-02      1.60e-03    2.17e-03      6.36e-02    3.70e-02    1.5e-06
1275000      1.05e-01    6.75e-02      1.20e-03    1.82e-04      6.42e-02    4.32e-02    1.4e-06
1276000      1.08e-01    4.75e-02      1.06e-03    9.05e-04      6.71e-02    3.03e-02    1.4e-06
1277000      1.08e-01    7.98e-02      1.03e-03    2.02e-04      6.77e-02    5.12e-02    1.4e-06
1278000      9.60e-02    4.07e-02      9.17e-04    1.83e-03      6.05e-02    2.57e-02    1.4e-06
1279000      1.13e-01    1.08e-01      1.64e-03    2.81e-03      6.98e-02    6.76e-02    1.4e-06
1280000      1.01e-01    4.85e-02      9.69e-04    1.65e-03      6.29e-02    3.10e-02    1.4e-06
1281000      1.06e-01    6.94e-02      1.19e-03    7.76e-04      6.59e-02    4.47e-02    1.4e-06
1282000      1.07e-01    8.86e-02      8.41e-04    1.63e-03      6.81e-02    5.64e-02    1.4e-06
1283000      1.06e-01    7.93e-02      6.45e-04    1.05e-03      6.82e-02    5.09e-02    1.4e-06
1284000      1.08e-01    1.01e-01      1.31e-03    6.96e-04      6.72e-02    6.47e-02    1.4e-06
1285000      1.04e-01    5.02e-02      8.55e-04    5.84e-04      6.65e-02    3.25e-02    1.4e-06
1286000      1.02e-01    1.08e-01      7.45e-04    4.94e-05      6.53e-02    7.00e-02    1.4e-06
1287000      1.07e-01    5.60e-02      9.19e-04    5.63e-04      6.79e-02    3.64e-02    1.4e-06
1288000      1.09e-01    6.36e-02      1.05e-03    2.52e-04      6.97e-02    4.15e-02    1.4e-06
1289000      1.05e-01    1.05e-01      7.78e-04    1.07e-03      6.73e-02    6.69e-02    1.3e-06
1290000      1.09e-01    7.56e-02      1.46e-03    2.30e-04      6.74e-02    4.95e-02    1.3e-06
1291000      1.08e-01    1.03e-01      1.37e-03    8.66e-04      6.76e-02    6.73e-02    1.3e-06
1292000      1.07e-01    7.04e-02      1.11e-03    8.15e-04      6.80e-02    4.60e-02    1.3e-06
1293000      1.06e-01    5.47e-02      1.12e-03    1.18e-03      6.76e-02    3.55e-02    1.3e-06
1294000      1.03e-01    5.75e-02      8.31e-04    7.16e-04      6.66e-02    3.78e-02    1.3e-06
1295000      1.09e-01    7.97e-02      1.04e-03    1.41e-03      7.03e-02    5.21e-02    1.3e-06
1296000      1.06e-01    4.11e-02      6.77e-04    1.05e-03      6.91e-02    2.70e-02    1.3e-06
1297000      1.04e-01    1.12e-01      1.36e-03    6.42e-04      6.67e-02    7.31e-02    1.3e-06
1298000      9.78e-02    1.05e-01      1.52e-03    6.17e-04      6.12e-02    6.87e-02    1.3e-06
1299000      9.87e-02    1.06e-01      1.17e-03    8.65e-04      6.29e-02    6.89e-02    1.3e-06
1300000      1.04e-01    1.11e-01      9.74e-04    9.69e-04      6.77e-02    7.20e-02    1.3e-06
1301000      1.08e-01    5.00e-02      1.14e-03    1.20e-03      6.95e-02    3.28e-02    1.3e-06
1302000      9.14e-02    1.10e-01      1.47e-03    1.90e-04      5.80e-02    7.34e-02    1.3e-06
1303000      1.02e-01    4.45e-02      1.23e-03    7.05e-04      6.53e-02    2.95e-02    1.3e-06
1304000      1.04e-01    5.79e-02      9.41e-04    5.34e-04      6.79e-02    3.86e-02    1.2e-06
1305000      9.71e-02    1.03e-01      7.67e-04    4.73e-04      6.41e-02    6.86e-02    1.2e-06
1306000      1.04e-01    5.41e-02      1.03e-03    3.18e-03      6.76e-02    3.52e-02    1.2e-06
1307000      1.03e-01    1.05e-01      1.23e-03    4.27e-05      6.64e-02    7.02e-02    1.2e-06
1308000      1.06e-01    5.01e-02      6.92e-04    1.72e-04      7.04e-02    3.36e-02    1.2e-06
1309000      9.45e-02    1.08e-01      8.51e-04    7.09e-04      6.26e-02    7.25e-02    1.2e-06
1310000      9.32e-02    1.22e-01      7.36e-04    5.23e-04      6.19e-02    8.19e-02    1.2e-06
1311000      9.88e-02    1.04e-01      7.27e-04    1.11e-03      6.56e-02    6.76e-02    1.2e-06
1312000      1.02e-01    7.02e-02      1.09e-03    1.77e-03      6.72e-02    4.72e-02    1.2e-06
1313000      1.04e-01    1.00e-01      8.75e-04    6.07e-04      6.86e-02    6.70e-02    1.2e-06
1314000      1.02e-01    1.02e-01      8.58e-04    3.88e-04      6.72e-02    6.86e-02    1.2e-06
1315000      1.00e-01    1.06e-01      1.12e-03    1.39e-03      6.59e-02    6.83e-02    1.2e-06
1316000      9.81e-02    4.35e-02      5.92e-04    8.57e-04      6.54e-02    2.93e-02    1.2e-06
1317000      9.78e-02    9.91e-02      1.58e-03    1.52e-03      6.18e-02    6.72e-02    1.2e-06
1318000      9.35e-02    5.51e-02      5.07e-04    3.43e-04      6.33e-02    3.75e-02    1.2e-06
1319000      9.83e-02    1.02e-01      8.47e-04    3.08e-04      6.58e-02    6.93e-02    1.2e-06
1320000      1.05e-01    4.38e-02      1.53e-03    2.89e-04      6.78e-02    2.99e-02    1.1e-06
1321000      1.01e-01    4.68e-02      1.06e-03    1.10e-03      6.72e-02    3.18e-02    1.1e-06
1322000      9.76e-02    9.47e-02      1.00e-03    7.84e-05      6.57e-02    6.48e-02    1.1e-06
1323000      9.50e-02    4.76e-02      7.39e-04    1.84e-04      6.39e-02    3.26e-02    1.1e-06
1324000      9.31e-02    1.09e-01      7.21e-04    1.65e-03      6.25e-02    7.42e-02    1.1e-06
1325000      1.00e-01    7.41e-02      7.55e-04    2.29e-03      6.68e-02    5.05e-02    1.1e-06
1326000      9.93e-02    1.01e-01      9.72e-04    3.67e-05      6.64e-02    6.97e-02    1.1e-06
1327000      1.01e-01    4.71e-02      8.56e-04    9.86e-04      6.78e-02    3.21e-02    1.1e-06
1328000      9.11e-02    6.64e-02      7.87e-04    1.69e-03      6.18e-02    4.51e-02    1.1e-06
1329000      9.66e-02    5.79e-02      7.95e-04    2.14e-04      6.60e-02    4.00e-02    1.1e-06
1330000      1.03e-01    4.91e-02      8.30e-04    7.63e-04      6.92e-02    3.39e-02    1.1e-06
1331000      1.01e-01    1.08e-01      1.07e-03    1.18e-03      6.81e-02    7.24e-02    1.1e-06
1332000      9.89e-02    1.03e-01      1.07e-03    5.71e-04      6.68e-02    7.06e-02    1.1e-06
1333000      9.74e-02    1.11e-01      9.90e-04    1.53e-03      6.57e-02    7.28e-02    1.1e-06
1334000      9.81e-02    8.24e-02      6.91e-04    4.14e-04      6.76e-02    5.73e-02    1.1e-06
1335000      1.00e-01    6.33e-02      8.99e-04    2.10e-04      6.82e-02    4.41e-02    1.1e-06
1336000      8.60e-02    5.89e-02      6.46e-04    4.46e-04      5.91e-02    4.10e-02    1.1e-06
1337000      9.85e-02    1.01e-01      6.60e-04    8.64e-04      6.79e-02    6.90e-02    1.1e-06
1338000      9.60e-02    6.35e-02      1.06e-03    2.28e-04      6.56e-02    4.44e-02    1.0e-06
1339000      9.83e-02    7.47e-02      9.21e-04    1.09e-04      6.69e-02    5.23e-02    1.0e-06
1340000      9.46e-02    1.04e-01      9.36e-04    1.72e-03      6.46e-02    6.71e-02    1.0e-06
1341000      9.55e-02    5.08e-02      5.44e-04    1.90e-03      6.66e-02    3.52e-02    1.0e-06
1342000      1.05e-01    1.03e-01      9.97e-04    2.89e-04      7.16e-02    7.21e-02    1.0e-06
1343000      9.57e-02    9.08e-02      1.06e-03    9.09e-04      6.57e-02    6.36e-02    1.0e-06
1344000      9.80e-02    5.43e-02      1.18e-03    3.98e-04      6.69e-02    3.83e-02    1.0e-06
1345000      1.05e-01    5.21e-02      1.25e-03    1.48e-03      7.06e-02    3.65e-02    1.0e-06
1346000      9.61e-02    9.98e-02      1.32e-03    5.87e-04      6.52e-02    6.99e-02    1.0e-06
1347000      1.02e-01    8.16e-02      9.01e-04    6.87e-05      7.09e-02    5.77e-02    1.0e-06
1348000      9.81e-02    8.26e-02      7.48e-04    6.98e-04      6.88e-02    5.83e-02    9.9e-07
1349000      9.41e-02    6.43e-02      7.93e-04    1.49e-03      6.53e-02    4.50e-02    9.9e-07
1350000      9.57e-02    9.87e-02      5.13e-04    2.49e-04      6.77e-02    7.00e-02    9.8e-07
1351000      9.59e-02    4.93e-02      1.14e-03    4.80e-04      6.63e-02    3.51e-02    9.8e-07
1352000      9.85e-02    4.89e-02      7.02e-04    1.21e-03      6.92e-02    3.46e-02    9.7e-07
1353000      1.02e-01    7.06e-02      1.37e-03    1.33e-04      7.05e-02    5.03e-02    9.7e-07
1354000      9.47e-02    5.51e-02      8.92e-04    1.28e-03      6.56e-02    3.88e-02    9.6e-07
1355000      1.03e-01    4.15e-02      1.57e-03    1.22e-03      6.98e-02    2.90e-02    9.6e-07
1356000      9.61e-02    9.59e-02      9.75e-04    4.33e-06      6.64e-02    6.86e-02    9.5e-07
1357000      9.48e-02    5.48e-02      8.74e-04    6.75e-04      6.62e-02    3.91e-02    9.5e-07
1358000      9.89e-02    5.84e-02      8.74e-04    1.10e-03      7.00e-02    4.15e-02    9.4e-07
1359000      9.18e-02    1.00e-01      8.21e-04    3.10e-04      6.47e-02    7.18e-02    9.4e-07
1360000      9.38e-02    1.04e-01      9.40e-04    1.11e-03      6.57e-02    7.25e-02    9.4e-07
1361000      9.52e-02    9.92e-02      6.64e-04    1.41e-03      6.78e-02    6.73e-02    9.3e-07
1362000      9.99e-02    5.03e-02      1.01e-03    7.30e-04      6.97e-02    3.61e-02    9.3e-07
1363000      9.61e-02    9.55e-02      1.10e-03    2.40e-04      6.63e-02    6.88e-02    9.2e-07
1364000      1.01e-01    9.64e-02      1.40e-03    4.26e-05      6.84e-02    6.96e-02    9.2e-07
1365000      8.48e-02    4.60e-02      7.49e-04    2.19e-03      6.04e-02    3.14e-02    9.1e-07
1366000      9.78e-02    6.30e-02      8.51e-04    1.27e-03      6.93e-02    4.55e-02    9.1e-07
1367000      9.44e-02    5.29e-02      1.14e-03    3.28e-04      6.57e-02    3.84e-02    9.0e-07
1368000      1.01e-01    5.09e-02      7.53e-04    1.02e-03      7.19e-02    3.66e-02    9.0e-07
1369000      9.95e-02    8.20e-02      1.12e-03    2.72e-04      6.90e-02    5.94e-02    8.9e-07
1370000      9.06e-02    7.36e-02      9.51e-04    6.69e-04      6.44e-02    5.34e-02    8.9e-07
1371000      9.90e-02    4.78e-02      7.05e-04    7.79e-04      7.07e-02    3.46e-02    8.8e-07
1372000      9.03e-02    5.52e-02      7.25e-04    1.13e-03      6.53e-02    3.99e-02    8.8e-07
1373000      9.07e-02    4.89e-02      6.30e-04    1.47e-03      6.56e-02    3.49e-02    8.7e-07
1374000      9.39e-02    5.76e-02      9.81e-04    4.60e-04      6.63e-02    4.21e-02    8.7e-07
1375000      9.26e-02    5.90e-02      8.85e-04    1.34e-03      6.61e-02    4.27e-02    8.7e-07
1376000      9.67e-02    7.16e-02      7.84e-04    1.58e-03      6.94e-02    5.23e-02    8.6e-07
1377000      8.84e-02    9.28e-02      5.23e-04    8.15e-04      6.42e-02    6.66e-02    8.6e-07
1378000      9.27e-02    5.72e-02      1.07e-03    1.01e-03      6.47e-02    4.17e-02    8.5e-07
1379000      8.57e-02    6.88e-02      5.28e-04    8.18e-04      6.27e-02    5.04e-02    8.5e-07
1380000      9.50e-02    5.42e-02      9.80e-04    9.06e-04      6.73e-02    3.96e-02    8.4e-07
1381000      9.79e-02    8.19e-02      9.56e-04    4.71e-04      6.97e-02    5.98e-02    8.4e-07
1382000      9.43e-02    9.72e-02      7.38e-04    2.15e-04      6.81e-02    7.17e-02    8.4e-07
1383000      8.57e-02    4.64e-02      6.65e-04    9.91e-04      6.27e-02    3.39e-02    8.3e-07
1384000      9.53e-02    9.16e-02      1.04e-03    4.45e-04      6.83e-02    6.73e-02    8.3e-07
1385000      9.08e-02    9.27e-02      1.01e-03    5.13e-04      6.50e-02    6.81e-02    8.2e-07
1386000      1.02e-01    6.78e-02      1.31e-03    3.52e-04      7.12e-02    5.02e-02    8.2e-07
1387000      9.16e-02    9.03e-02      6.84e-04    9.69e-05      6.68e-02    6.70e-02    8.1e-07
1388000      8.80e-02    1.14e-01      1.32e-03    6.02e-04      6.20e-02    8.42e-02    8.1e-07
1389000      9.15e-02    8.98e-02      9.76e-04    1.44e-03      6.57e-02    6.60e-02    8.1e-07
1390000      8.88e-02    8.91e-02      9.60e-04    8.01e-04      6.48e-02    6.49e-02    8.0e-07
1391000      9.31e-02    4.66e-02      7.22e-04    4.37e-04      6.83e-02    3.47e-02    8.0e-07
1392000      9.56e-02    7.15e-02      1.18e-03    4.80e-04      6.79e-02    5.33e-02    7.9e-07
1393000      1.04e-01    4.99e-02      1.25e-03    1.29e-04      7.52e-02    3.73e-02    7.9e-07
1394000      9.04e-02    5.83e-02      1.06e-03    2.79e-03      6.53e-02    4.28e-02    7.9e-07
1395000      8.61e-02    8.93e-02      1.31e-03    6.00e-04      6.13e-02    6.61e-02    7.8e-07
1396000      8.85e-02    9.89e-02      3.87e-04    2.58e-04      6.61e-02    7.40e-02    7.8e-07
1397000      8.82e-02    4.34e-02      9.90e-04    1.23e-03      6.43e-02    3.19e-02    7.7e-07
1398000      9.49e-02    5.06e-02      1.18e-03    1.50e-03      6.77e-02    3.78e-02    7.7e-07
1399000      8.99e-02    4.30e-02      1.15e-03    8.88e-04      6.48e-02    3.23e-02    7.7e-07
1400000      9.08e-02    7.47e-02      6.85e-04    1.02e-03      6.75e-02    5.62e-02    7.6e-07
1401000      9.33e-02    4.04e-02      1.14e-03    7.87e-04      6.70e-02    3.04e-02    7.6e-07
1402000      8.94e-02    4.50e-02      9.12e-04    4.49e-04      6.59e-02    3.40e-02    7.5e-07
1403000      9.50e-02    8.94e-02      1.35e-03    6.50e-04      6.71e-02    6.66e-02    7.5e-07
1404000      8.81e-02    5.99e-02      8.54e-04    1.47e-03      6.53e-02    4.47e-02    7.5e-07
1405000      8.60e-02    6.86e-02      9.70e-04    1.35e-03      6.30e-02    5.15e-02    7.4e-07
1406000      9.13e-02    8.55e-02      1.22e-03    3.59e-04      6.54e-02    6.48e-02    7.4e-07
1407000      9.32e-02    9.41e-02      9.36e-04    1.39e-03      6.86e-02    6.70e-02    7.3e-07
1408000      9.33e-02    8.95e-02      6.99e-04    5.51e-04      6.95e-02    6.73e-02    7.3e-07
1409000      8.79e-02    6.54e-02      1.00e-03    3.33e-04      6.42e-02    4.97e-02    7.3e-07
1410000      8.72e-02    5.59e-02      8.31e-04    5.85e-04      6.54e-02    4.25e-02    7.2e-07
1411000      1.00e-01    5.22e-02      1.30e-03    2.13e-04      7.26e-02    3.98e-02    7.2e-07
1412000      9.26e-02    5.82e-02      8.24e-04    9.51e-05      6.90e-02    4.44e-02    7.2e-07
1413000      9.06e-02    8.93e-02      8.80e-04    3.46e-04      6.72e-02    6.80e-02    7.1e-07
1414000      9.09e-02    4.89e-02      8.10e-04    2.12e-03      6.80e-02    3.68e-02    7.1e-07
1415000      8.65e-02    4.90e-02      9.23e-04    2.44e-03      6.40e-02    3.68e-02    7.1e-07
1416000      8.64e-02    6.43e-02      8.08e-04    1.78e-03      6.45e-02    4.84e-02    7.0e-07
1417000      8.95e-02    8.12e-02      9.38e-04    9.09e-04      6.69e-02    6.20e-02    7.0e-07
1418000      8.62e-02    8.12e-02      7.31e-04    1.11e-03      6.48e-02    6.19e-02    6.9e-07
1419000      8.31e-02    9.68e-02      8.85e-04    6.31e-03      6.25e-02    5.83e-02    6.9e-07
1420000      8.93e-02    6.99e-02      9.17e-04    1.40e-03      6.57e-02    5.28e-02    6.9e-07
1421000      8.98e-02    4.98e-02      5.97e-04    1.12e-03      6.81e-02    3.79e-02    6.8e-07
1422000      8.66e-02    7.90e-02      1.14e-03    1.01e-03      6.44e-02    6.05e-02    6.8e-07
1423000      8.46e-02    8.84e-02      7.64e-04    3.03e-05      6.39e-02    6.83e-02    6.8e-07
1424000      8.82e-02    9.79e-02      9.85e-04    2.91e-04      6.54e-02    7.55e-02    6.7e-07
1425000      9.31e-02    4.66e-02      6.95e-04    1.60e-03      7.09e-02    3.57e-02    6.7e-07
1426000      8.82e-02    4.49e-02      1.18e-03    6.40e-04      6.45e-02    3.46e-02    6.7e-07
1427000      9.24e-02    7.45e-02      8.90e-04    6.21e-04      6.91e-02    5.67e-02    6.6e-07
1428000      9.31e-02    4.64e-02      1.27e-03    1.25e-03      6.90e-02    3.54e-02    6.6e-07
1429000      9.10e-02    6.77e-02      1.98e-03    8.14e-04      6.43e-02    5.24e-02    6.6e-07
1430000      9.19e-02    8.91e-02      7.84e-04    3.27e-04      6.95e-02    6.90e-02    6.5e-07
1431000      9.17e-02    8.27e-02      1.25e-03    2.69e-04      6.81e-02    6.42e-02    6.5e-07
1432000      8.95e-02    8.54e-02      7.99e-04    1.84e-03      6.86e-02    6.51e-02    6.5e-07
1433000      8.63e-02    9.38e-02      9.22e-04    3.26e-04      6.54e-02    7.30e-02    6.4e-07
1434000      9.47e-02    1.13e-01      1.67e-03    2.57e-03      6.70e-02    7.43e-02    6.4e-07
1435000      1.07e-01    5.59e-02      3.58e-03    1.89e-03      6.77e-02    4.25e-02    6.4e-07
1436000      1.01e-01    4.96e-02      2.39e-03    7.59e-04      6.80e-02    3.87e-02    6.3e-07
1437000      1.11e-01    5.66e-02      4.73e-03    2.30e-04      6.33e-02    4.43e-02    6.3e-07
1438000      1.18e-01    8.91e-02      6.00e-03    1.01e-03      6.22e-02    6.73e-02    6.3e-07
1439000      1.13e-01    8.71e-02      3.97e-03    1.32e-05      6.88e-02    6.83e-02    6.2e-07
1440000      1.01e-01    5.61e-02      2.22e-03    8.32e-04      6.87e-02    4.40e-02    6.2e-07
1441000      9.43e-02    9.46e-02      1.76e-03    2.57e-04      6.76e-02    7.43e-02    6.2e-07
1442000      9.86e-02    3.51e-02      3.27e-03    1.21e-03      6.27e-02    2.73e-02    6.1e-07
1443000      1.16e-01    5.14e-02      4.67e-03    9.47e-04      6.83e-02    4.02e-02    6.1e-07
1444000      1.05e-01    1.50e-01      3.51e-03    5.84e-03      6.53e-02    6.50e-02    6.1e-07
1445000      9.94e-02    4.90e-02      2.12e-03    1.59e-03      6.87e-02    3.77e-02    6.0e-07
1446000      8.23e-02    6.40e-02      1.04e-03    1.16e-04      6.24e-02    5.05e-02    6.0e-07
1447000      9.61e-02    8.97e-02      3.35e-03    1.86e-04      6.09e-02    7.09e-02    6.0e-07
1448000      1.06e-01    5.58e-02      2.96e-03    2.98e-03      6.88e-02    4.32e-02    6.0e-07
1449000      1.08e-01    5.17e-02      3.43e-03    7.79e-05      6.83e-02    4.09e-02    5.9e-07
1450000      1.00e-01    5.13e-02      2.42e-03    3.69e-04      6.79e-02    4.06e-02    5.9e-07
1451000      1.01e-01    8.91e-02      1.91e-03    1.53e-03      7.08e-02    6.47e-02    5.9e-07
1452000      1.11e-01    6.42e-02      3.98e-03    1.68e-03      6.61e-02    5.02e-02    5.8e-07
1453000      1.23e-01    6.29e-02      4.46e-03    4.88e-04      7.29e-02    5.00e-02    5.8e-07
1454000      1.15e-01    6.14e-02      4.06e-03    5.78e-04      6.91e-02    4.88e-02    5.8e-07
